#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonSEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
2115	ETV1;NM_004956.5	7	-	13935480	14028687	13935480	14028687	12	13935480,13940352,13946044,13949246,13950853,13971116,13975322,13978731,14017041,14026252,14027700,14028622	13935722,13940474,13946234,13949335,13950942,13971384,13975531,13978881,14017115,14026320,14027808,14028687	nan	ETV1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0
3624	INHBA;NM_002192.4	7	-	41729237	41739982	41729237	41739982	2	41729237,41739574	41730150,41739982	nan	INHBA	nan	nan	0,0
10320	IKZF1;NM_006060.6	7	+	50358647	50468335	50358647	50468335	7	50358647,50367223,50444220,50450227,50455032,50459416,50467605	50358707,50367363,50444501,50450415,50455178,50459571,50468335	nan	IKZF1	nan	nan	0,0,0,0,0,0,0
1956	EGFR;NM_005228.5	7	+	55086960	55273320	55086960	55273320	28	55086960,55209968,55210987,55214288,55218976,55220228,55221693,55223512,55224215,55224441,55225345,55227821,55229181,55231415,55232962,55238857,55240665,55241603,55242404,55248975,55259401,55260448,55266399,55267998,55268870,55269417,55270199,55272938	55087068,55210140,55211191,55214443,55219065,55220367,55221855,55223649,55224362,55224535,55225456,55228041,55229334,55231526,55233140,55238916,55240827,55241746,55242523,55249181,55259577,55260544,55266566,55268116,55269058,55269485,55270328,55273320	nan	EGFR	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9863	MAGI2;NM_012301.4	7	-	77648621	79082646	77648621	79082646	22	77648621,77708253,77755000,77756503,77762195,77764327,77789331,77797222,77807317,77814935,77824180,77830468,77885249,77973084,77975228,77998462,78119067,78130883,78150736,78256425,78636395,79082325	77649303,77708412,77755164,77756743,77762387,77764533,77789600,77797435,77807429,77814997,77824390,77830520,77885908,77973287,77975370,77998540,78119167,78131114,78150972,78256565,78636532,79082646	nan	MAGI2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3082	HGF;NM_000601.6	7	-	81331886	81399297	81331886	81399297	18	81331886,81334695,81334952,81335592,81336595,81339452,81340786,81346537,81350050,81355195,81358910,81372658,81374305,81381425,81386494,81387997,81392012,81399189	81332083,81334861,81335079,81335753,81336690,81339569,81340845,81346691,81350173,81355343,81359105,81372797,81374446,81381588,81386629,81388130,81392198,81399297	nan	HGF	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2913	GRM3;NM_000840.2	7	+	86394451	86493681	86394451	86493681	5	86394451,86415566,86468144,86479675,86493587	86394939,86416442,86469231,86479870,86493681	nan	GRM3	nan	nan	0,0,0,0,0
1021	CDK6;NM_001145306.2	7	-	92244443	92462647	92244443	92462647	7	92244443,92247375,92252339,92300729,92354929,92403999,92462394	92244610,92247531,92252410,92300859,92355117,92404155,92462647	nan	CDK6	nan	nan	0,0,0,0,0,0,0
1523	CUX1;NM_181552.4	7	+	101460909	101892332	101460909	101892332	24	101460909,101559384,101671367,101713608,101740633,101747605,101754967,101758476,101801829,101813715,101821738,101833082,101837111,101838776,101839903,101842071,101843340,101844629,101847660,101848383,101870636,101877321,101882589,101891681	101460959,101559515,101671435,101713707,101740791,101747749,101755064,101758563,101801898,101813840,101821947,101833161,101837180,101838893,101840595,101842157,101843462,101845494,101847846,101848460,101870959,101877530,101882874,101892332	nan	CUX1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5294	PIK3CG;NM_001282426.2	7	+	106507996	106545842	106507996	106545842	10	106507996,106512971,106513147,106515134,106519953,106522551,106523467,106524589,106526569,106545543	106510011,106513057,106513393,106515258,106520120,106522662,106523618,106524721,106526747,106545842	nan	PIK3CG	nan	nan	0,0,0,0,0,0,0,0,0,0
4233	MET;NM_000245.4	7	+	116339128	116436188	116339128	116436188	20	116339128,116371711,116379993,116380895,116395398,116397480,116397681,116398502,116399434,116403093,116409688,116411541,116411892,116414924,116417432,116418819,116422031,116423347,116435698,116435930	116340348,116371923,116380148,116381089,116395579,116397603,116397838,116398684,116399554,116403332,116409855,116411718,116412053,116415175,116417533,116419021,116422161,116423533,116435855,116436188	nan	MET	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6608	SMO;NM_005631.5	7	+	128828982	128852302	128828982	128852302	12	128828982,128843214,128845033,128845440,128845980,128846294,128848589,128849119,128850193,128850795,128851466,128851854	128829333,128843440,128845263,128845633,128846220,128846438,128848702,128849248,128850399,128850964,128851621,128852302	nan	SMO	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0
673	BRAF;NM_004333.6	7	-	140434386	140624513	140434386	140624513	18	140434386,140439601,140449076,140453064,140453976,140476701,140477780,140481365,140482810,140487337,140494097,140500151,140501201,140507749,140508681,140534398,140549900,140624355	140434580,140439756,140449228,140453203,140454043,140476898,140477885,140481503,140482967,140487394,140494277,140500291,140501370,140507872,140508805,140534682,140550022,140624513	nan	BRAF	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3792	KEL;NM_000420.3	7	-	142638328	142659303	142638328	142659303	19	142638328,142639510,142639951,142640352,142640562,142640859,142641399,142641719,142643283,142649585,142650884,142651260,142651541,142654903,142655380,142658004,142658436,142658871,142659280	142638510,142639626,142640141,142640440,142640693,142640980,142641497,142641838,142643414,142649735,142651053,142651469,142651624,142655070,142655525,142658201,142658598,142658969,142659303	nan	KEL	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2146	EZH2;NM_004456.5	7	-	148504727	148544400	148504727	148544400	19	148504727,148506152,148506391,148507414,148508706,148511040,148511995,148512587,148513765,148514303,148514958,148516677,148523535,148524245,148525821,148526809,148529715,148543551,148544263	148504808,148506257,148506492,148507516,148508822,148511239,148512141,148512648,148513880,148514493,148515219,148516789,148523734,148524368,148525982,148526950,148529852,148543700,148544400	nan	EZH2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6009	RHEB;NM_005614.4	7	-	151164194	151216607	151164194	151216607	8	151164194,151167646,151168469,151168624,151174408,151181812,151188018,151216535	151164307,151167748,151168537,151168701,151174511,151181900,151188110,151216607	nan	RHEB	nan	nan	0,0,0,0,0,0,0,0
58508	KMT2C;NM_170606.3	7	-	151833906	152132881	151833906	152132881	59	151833906,151835870,151836260,151836749,151841787,151842227,151843673,151845107,151847974,151848516,151849779,151851084,151851341,151852984,151853279,151855937,151859191,151864220,151866260,151868338,151871205,151873265,151876908,151877785,151880048,151882632,151884336,151884789,151891083,151891303,151891514,151892981,151896353,151900008,151902180,151904374,151917597,151919075,151919647,151921089,151921509,151926997,151927294,151932891,151935781,151944976,151946950,151947927,151949013,151949620,151960090,151962112,151970779,152007040,152008872,152012212,152027675,152055661,152132700	151834019,151835999,151836354,151836886,151841976,151842390,151843830,151846247,151848102,151848676,151850049,151851241,151851540,151853152,151853441,151856167,151860921,151864473,151866344,151868437,151871337,151875105,151877221,151879689,151880251,151882726,151884571,151884942,151891223,151891356,151891663,151893106,151896554,151900159,151902320,151904523,151917830,151919161,151919777,151921274,151921711,151927122,151927416,151933028,151935921,151945715,151947048,151948061,151949185,151949810,151960225,151962304,151970962,152007170,152009041,152012433,152027834,152055770,152132881	nan	KMT2C	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7516	XRCC2;NM_005431.2	7	-	152345716	152373174	152345716	152373174	3	152345716,152357775,152373115	152346458,152357877,152373174	nan	XRCC2	nan	nan	0,0,0
2626	GATA4;NM_001308093.3	8	+	11565811	11615994	11565811	11615994	6	11565811,11606414,11607609,11612544,11614433,11615791	11566447,11606604,11607755,11612652,11614602,11615994	nan	GATA4	nan	nan	0,0,0,0,0,0
4824	NKX3-1;NM_006167.4	8	-	23538723	23540412	23538723	23540412	2	23538723,23540106	23539162,23540412	nan	NKX3-1	nan	nan	0,0
5520	PPP2R2A;NM_002717.4	8	+	26149325	26227939	26149325	26227939	10	26149325,26151171,26196395,26211973,26217674,26218479,26220189,26221226,26223820,26227639	26149352,26151266,26196513,26212159,26217807,26218677,26220374,26221416,26223932,26227939	nan	PPP2R2A	nan	nan	0,0,0,0,0,0,0,0,0,0
3084	NRG1;NM_013964.5	8	+	32406234	32621930	32406234	32621930	12	32406234,32453335,32463069,32472021,32474342,32585456,32599515,32611879,32613910,32616813,32617707,32621255	32406354,32453533,32463211,32472092,32474413,32585606,32599603,32612002,32614057,32616964,32617934,32621930	nan	NRG1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0
80139	ZNF703;NM_025069.3	8	+	37553487	37556202	37553487	37556202	2	37553487,37554652	37553750,37556202	nan	ZNF703	nan	nan	0,0
25960	ADGRA2;NM_032777.10	8	+	37654776	37699883	37654776	37699883	19	37654776,37672403,37686395,37686768,37686995,37687358,37688217,37688930,37690517,37691195,37691474,37692681,37693061,37695238,37696463,37697006,37697628,37698267,37698593	37655062,37672495,37686487,37686860,37687087,37687542,37688451,37689115,37690736,37691365,37691656,37692926,37693298,37695467,37696611,37697150,37697794,37698377,37699883	nan	ADGRA2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2260	FGFR1;NM_023110.3	8	-	38271135	38314974	38271135	38314974	17	38271135,38271425,38271659,38272066,38272286,38273377,38274813,38275377,38275735,38277040,38279304,38282016,38283629,38285428,38285853,38287189,38314863	38271332,38271551,38271817,38272157,38272429,38273588,38274944,38275519,38275901,38277263,38279469,38282227,38283773,38285621,38285963,38287476,38314974	nan	FGFR1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7994	KAT6A;NM_006766.5	8	-	41789712	41906505	41789712	41906505	16	41789712,41794763,41798349,41800300,41801255,41804098,41805258,41806729,41812803,41832211,41834515,41836149,41838353,41839346,41844962,41905885	41792395,41795096,41798972,41800528,41801507,41804212,41805440,41806891,41812939,41832350,41834855,41836305,41838455,41839482,41845091,41906505	nan	KAT6A	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5591	PRKDC;NM_006904.7	8	-	48686723	48872696	48686723	48872696	86	48686723,48689394,48690236,48691009,48691278,48691554,48694712,48694928,48696292,48697663,48701456,48701701,48706840,48710787,48711760,48713343,48715856,48719687,48730000,48731952,48733269,48734154,48736408,48739206,48740718,48743155,48744364,48746746,48748888,48749762,48751698,48752566,48761704,48761929,48765223,48766633,48767772,48769706,48771066,48771399,48772161,48773449,48774612,48774923,48775949,48777106,48790274,48792041,48793966,48794462,48798494,48800097,48801068,48801564,48802807,48805689,48809710,48811019,48812922,48815118,48817418,48824959,48826450,48827877,48830826,48839743,48840320,48841641,48842402,48843221,48845569,48846514,48847558,48848281,48848902,48852100,48855758,48856402,48856523,48866169,48866356,48866887,48868423,48869720,48869904,48872522	48686948,48689554,48690445,48691231,48691370,48691664,48694825,48695169,48696380,48697888,48701620,48701809,48707072,48710968,48711961,48713557,48716051,48719897,48730132,48732081,48733514,48734363,48736567,48739432,48740918,48743307,48744497,48746967,48749098,48749990,48751817,48752760,48761874,48762074,48765355,48766785,48767944,48769870,48771206,48771557,48772330,48773542,48774698,48775112,48776148,48777334,48790422,48792229,48794091,48794668,48798718,48800276,48801221,48801793,48803051,48805957,48809864,48811139,48813037,48815365,48817546,48825132,48826634,48827988,48830953,48839923,48840460,48841748,48842582,48843357,48845742,48846660,48847628,48848470,48849087,48852267,48855936,48856453,48856599,48866289,48866489,48867016,48868518,48869833,48870001,48872696	nan	PRKDC	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64321	SOX17;NM_022454.4	8	+	55370688	55372565	55370688	55372565	2	55370688,55371607	55371015,55372565	nan	SOX17	nan	nan	0,0
4067	LYN;NM_002350.4	8	+	56854408	56922679	56854408	56922679	12	56854408,56858996,56860166,56863007,56863229,56864514,56866380,56879263,56882265,56910894,56911966,56922456	56854560,56859062,56860292,56863126,56863353,56864684,56866553,56879466,56882362,56911068,56912118,56922679	nan	LYN	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0
80243	PREX2;NM_024870.4	8	+	68864619	69143623	68864619	69143623	40	68864619,68930070,68931773,68934260,68939446,68942721,68950383,68956711,68965321,68968054,68972903,68981257,68982059,68984719,68989621,68992667,68992970,68995464,68999948,69002803,69005829,69009241,69011906,69020333,69021640,69027977,69030774,69031656,69032420,69033145,69039602,69046283,69050639,69058433,69069546,69103946,69104559,69129840,69136783,69143557	68864780,68930162,68931916,68934385,68939568,68942903,68950537,68956835,68965491,68968219,68973024,68981381,68982129,68984815,68989714,68992830,68993083,68995633,69000054,69002960,69005967,69009446,69012088,69020576,69021868,69028177,69030889,69031759,69032531,69033294,69039664,69046521,69050762,69058597,69069681,69104033,69104770,69129963,69136871,69143623	nan	PREX2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6921	ELOC;NM_005648.4	8	-	74858854	74872013	74858854	74872013	3	74858854,74868135,74871989	74859065,74868299,74872013	nan	ELOC	nan	nan	0,0,0
4683	NBN;NM_002485.5	8	-	90947799	90996799	90947799	90996799	16	90947799,90949243,90955470,90958357,90960041,90965461,90967500,90970942,90976627,90982581,90983390,90990437,90992951,90993592,90994939,90996742	90947850,90949313,90955604,90958533,90960130,90965929,90967793,90971092,90976745,90982795,90983528,90990561,90993131,90993761,90995093,90996799	nan	NBN	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5885	RAD21;NM_006265.3	8	-	117859728	117878978	117859728	117878978	13	117859728,117861174,117862846,117864176,117864777,117866473,117868394,117868874,117869495,117870580,117874069,117875358,117878814	117859940,117861278,117863016,117864345,117864957,117866717,117868537,117869020,117869722,117870707,117874189,117875508,117878978	nan	RAD21	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0
4609	MYC;NM_002467.6	8	+	128748829	128753214	128748829	128753214	3	128748829,128750483,128752631	128748879,128751275,128753214	nan	MYC	nan	nan	0,0,0
9401	RECQL4;NM_004260.4	8	-	145736803	145743178	145736803	145743178	22	145736803,145737053,145737283,145737516,145737764,145738014,145738219,145738590,145738758,145738944,145739301,145739562,145739815,145740309,145740523,145740699,145741137,145741361,145742423,145742787,145742975,145743074	145736948,145737182,145737460,145737717,145737954,145738164,145738531,145738777,145738874,145739106,145739501,145739756,145739919,145740466,145740636,145740851,145741284,145742158,145742584,145742902,145743029,145743178	nan	RECQL4	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3717	JAK2;NM_004972.4	9	+	5021977	5126801	5021977	5126801	23	5021977,5029772,5044392,5050675,5054552,5055658,5064872,5066667,5069011,5069914,5072481,5073687,5077442,5078295,5080218,5080522,5081714,5089663,5090435,5090728,5122993,5126322,5126673	5022223,5029916,5044530,5050841,5054894,5055798,5065050,5066799,5069218,5070062,5072636,5073795,5077590,5078454,5080390,5080693,5081871,5089873,5090580,5090921,5123131,5126456,5126801	nan	JAK2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29126	CD274;NM_014143.4	9	+	5456103	5467872	5456103	5467872	6	5456103,5457068,5462823,5465488,5466759,5467829	5456175,5457430,5463131,5465616,5466839,5467872	nan	CD274	nan	nan	0,0,0,0,0,0
80380	PDCD1LG2;NM_025239.4	9	+	5522536	5569969	5522536	5569969	6	5522536,5534734,5549324,5557607,5563151,5569943	5522611,5535060,5549614,5557762,5563221,5569969	nan	PDCD1LG2	nan	nan	0,0,0,0,0,0
5789	PTPRD;NM_002839.4	9	-	8317863	8733853	8317863	8733853	35	8317863,8319820,8331571,8338911,8340332,8341079,8341682,8375925,8376596,8389221,8404526,8436581,8449714,8460400,8465455,8470984,8484108,8485216,8485751,8492851,8497231,8499636,8500743,8504250,8507290,8517837,8521266,8523502,8524914,8526616,8527334,8528580,8633306,8636688,8733769	8317952,8319976,8331746,8339057,8340479,8341278,8341988,8376100,8376736,8389417,8404670,8436699,8449847,8460581,8465685,8471095,8484388,8485334,8486359,8492989,8497278,8499850,8501069,8504415,8507444,8518439,8521556,8523534,8525045,8526654,8527363,8528789,8633468,8636854,8733853	nan	PTPRD	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300	MLLT3;NM_004529.4	9	-	20346430	20622265	20346430	20622265	11	20346430,20353512,20354795,20360729,20363463,20365656,20413708,20448110,20456691,20620642,20622233	20346582,20353604,20354887,20360849,20363613,20365752,20414433,20448274,20456794,20620843,20622265	nan	MLLT3	nan	nan	0,0,0,0,0,0,0,0,0,0,0
1029	CDKN2A;NM_000077.5	9	-	21968217	21974836	21968217	21974836	3	21968217,21970890,21974666	21968251,21971217,21974836	nan	CDKN2A	nan	nan	0,0,0
1030	CDKN2B;NM_004936.4	9	-	22005975	22008962	22005975	22008962	2	22005975,22008786	22006256,22008962	nan	CDKN2B	nan	nan	0,0
2189	FANCG;NM_004629.2	9	-	35074094	35079531	35074094	35079531	14	35074094,35074357,35074913,35075265,35075451,35075948,35076418,35076710,35076957,35077250,35078127,35078591,35079137,35079427	35074223,35074501,35075089,35075332,35075761,35076035,35076590,35076877,35077108,35077406,35078350,35078743,35079248,35079531	nan	FANCG	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0
5079	PAX5;NM_016734.3	9	-	36840546	37034038	36840546	37034038	10	36840546,36846829,36881990,36923341,36966535,37002634,37006459,37014983,37020622,37033972	36840643,36846936,36882112,36923491,36966731,37002783,37006544,37015201,37020808,37034038	nan	PAX5	nan	nan	0,0,0,0,0,0,0,0,0,0
2776	GNAQ;NM_002072.5	9	-	80336228	80646161	80336228	80646161	7	80336228,80343419,80409368,80412425,80430521,80537066,80646005	80336439,80343593,80409518,80412574,80430696,80537271,80646161	nan	GNAQ	nan	nan	0,0,0,0,0,0,0
3190	HNRNPK;NM_031263.4	9	-	86584311	86593177	86584311	86593177	15	86584311,86585066,86585641,86585801,86586177,86586576,86586786,86587748,86588190,86588806,86589421,86590366,86591899,86592593,86593099	86584365,86585256,86585744,86585837,86586281,86586651,86587114,86587897,86588324,86588898,86589514,86590430,86591976,86592711,86593177	nan	HNRNPK	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
